"","Price","Bathrooms","Sqft_living","ActualBedrooms","PredictedBedrooms4"
"844",260000,2.5,2025,5,3
"845",563500,2.5,1400,3,3
"846",225000,2,1700,3,3
"847",302000,1.75,1530,4,3
"848",760000,2.5,1980,3,3
"849",415000,1,1170,3,3
"850",669000,1.75,1950,2,3
"851",254600,2,1470,3,3
"852",725000,3,3110,6,4
"853",440000,1.5,1770,4,3
"854",1025000,3.5,3320,4,4
"855",772650,2.5,2660,4,4
"856",620000,3.5,3600,6,4
"857",530000,2,2330,3,3
"858",402000,1,620,2,2
"859",575000,3,3690,5,4
"860",555000,3,3640,5,4
"861",450000,1.5,1530,3,3
"862",1145000,2.5,2490,3,4
"863",495000,1.75,1440,3,3
"864",1080000,3.5,3990,4,4
"865",450000,1.75,840,2,3
"866",815000,2.75,2620,4,4
"867",537000,3,2410,3,4
"868",150000,1,1310,3,3
"869",660000,1,1210,3,3
"870",695000,2.75,2590,3,4
"871",220000,1.5,1660,3,3
"872",9e+05,3.5,3370,4,4
"873",827000,2.5,3230,4,4
"874",235000,2.5,2500,5,4
"875",216500,1.75,1390,2,3
"876",359000,1.75,1940,5,3
"877",252500,2,1900,3,3
"878",971971,3.75,3460,4,4
"879",330675,3,1930,4,4
"880",240000,1,1200,4,3
"881",334888,2.5,1769,3,3
"882",414000,2.5,2490,3,4
"883",429900,2.5,2370,3,4
"884",390000,3.25,1370,3,3
"885",257500,2.25,1715,3,3
"886",687500,2.75,3190,4,4
"887",417000,2.25,2300,4,4
"888",7e+05,2.5,1660,3,3
"889",447000,1,1320,2,3
"890",275500,1,720,2,3
"891",415000,1.75,2410,3,3
"892",350000,1.75,2330,5,3
"893",750000,2.25,3190,4,4
"894",209950,1,970,3,3
"895",415000,2.5,1060,3,3
"896",394000,2.5,3000,4,4
"897",342000,1.75,1780,3,3
"898",560000,2.5,2710,4,4
"899",1020000,2.25,1670,3,3
"900",410000,1,2710,3,3
"901",469900,2.5,2990,4,4
"902",589500,3.25,2310,3,4
"903",427000,2.5,2432,3,4
"904",459000,3,2530,4,4
"905",235000,1.5,1170,1,3
"906",1600000,4.25,2820,3,4
"907",699900,2.5,2190,4,3
"908",598000,2.5,3130,4,4
"909",314500,1.75,1700,3,3
"910",780000,2.5,3500,4,4
"911",935000,2.5,1780,2,3
"912",1230000,1.75,2200,3,3
"913",560000,2.25,2070,3,3
"914",263000,1.75,1410,3,3
"915",245000,2.75,1300,3,3
"916",449000,2.5,2960,4,4
"917",345000,1,970,2,3
"918",327500,2.25,2310,3,4
"919",441000,1.5,1190,2,3
"920",491500,2.25,1470,3,3
"921",235000,1,900,2,3
"922",5e+05,3,3720,4,4
"923",1309500,2.5,2680,4,4
"924",383962,2.5,2700,4,4
"925",8e+05,3.5,3830,3,4
"926",580000,2.5,2200,3,4
"927",330000,2.5,1680,3,3
"928",445000,2.5,2280,4,4
"929",459500,1,1250,2,3
"930",955500,1.75,2130,4,3
"931",328950,1.75,2550,4,3
"932",616000,1.75,1700,4,3
"933",540000,1.75,2050,3,3
"934",3800000,5.5,7050,5,6
"935",695000,2.5,2620,3,4
"936",548000,2.5,2440,4,4
"937",345000,1,1080,2,3
"938",739900,2.5,3290,5,4
"939",729032,2.5,2840,4,4
"940",1080000,2.75,3890,3,4
"941",337000,2.25,1460,3,3
"942",563000,1,1410,4,3
"943",245000,2,1190,3,3
"944",205000,1.75,1170,3,3
"945",174000,1,900,2,3
"946",515000,1,1050,2,3
"947",502000,2.25,1600,3,3
"948",1640000,3.25,3140,3,4
"949",102500,1,820,2,3
"950",2300000,4.75,3970,4,5
"951",260000,2.25,1920,3,3
"952",1565000,2.75,2970,4,4
"953",431000,2.5,2300,4,4
"954",433000,1.5,1550,4,3
"955",712000,2.5,2375,3,4
"956",808000,2.25,2500,4,4
"957",525000,2.5,1160,2,3
"958",499990,2.75,2910,4,4
"959",512031,1.75,1540,3,3
"960",851000,3.25,3760,5,4
"961",895000,2.25,1950,4,3
"962",535000,1.75,2330,3,3
"963",250000,2.25,1920,3,3
"964",1038000,1.75,1440,4,3
"965",605000,2.25,2940,4,4
"966",690000,1.5,1760,3,3
"967",256000,2.5,2050,4,3
"968",860000,1.75,1880,4,3
"969",394500,2.5,3002,4,4
"970",3e+05,1,1010,2,3
"971",496000,1,900,2,3
"972",2147500,3.5,4660,3,5
"973",1054690,3.5,3390,4,4
"974",274500,2.25,1450,3,3
"975",1127000,2.5,3160,4,4
"976",810000,1.5,1520,3,3
"977",1100000,3.75,5070,4,5
"978",198000,1.75,2080,4,3
"979",1875000,3.25,3930,4,4
"980",588000,3,2190,5,4
"981",280500,2.5,1890,4,3
"982",650000,1.5,1380,3,3
"983",265000,1,1020,3,3
"984",1755000,2,2360,3,3
"985",1140000,2.5,2780,3,4
"986",395000,1.75,1840,5,3
"987",430000,1.5,1810,3,3
"988",1625000,3.25,2980,4,4
"989",633000,2.5,2360,4,4
"990",295950,1,1190,2,3
"991",1150000,2.5,3580,5,4
"992",6e+05,2.25,3000,5,4
"993",609000,1.75,1630,3,3
"994",425000,1.5,1400,3,3
"995",2351956,4.25,5010,4,5
"996",459500,1.75,1470,3,3
"997",480000,2.25,1680,3,3
"998",360000,1.5,1800,3,3
"999",443000,1.75,1650,5,3
"1000",536000,1.5,1130,2,3
"1001",475000,2.5,2510,5,4
"1002",670000,2.5,2860,5,4
"1003",339000,2.5,1450,3,3
"1004",229500,1,1230,3,3
"1005",170500,1,1060,2,3
"1006",296475,2.5,1520,3,3
"1007",505000,2.25,1060,2,3
"1008",374000,1.5,1260,2,3
"1009",230000,1.75,1140,3,3
"1010",332000,2.25,2120,3,3
"1011",190000,1,910,3,3
"1012",645000,2.5,2850,4,4
"1013",780000,2.5,2560,2,4
"1014",370000,1.75,1570,3,3
"1015",326500,1,1060,3,3
"1016",789900,2.5,3420,3,4
"1017",650000,3,3720,4,4
"1018",630000,2.5,2290,2,4
"1019",1050000,2.75,2250,4,4
"1020",390000,1.75,1180,3,3
"1021",711600,3,3580,4,4
"1022",613000,2,1170,2,3
"1023",1115000,2.5,3180,4,4
"1024",165000,1,850,1,3
"1025",383000,2.25,2090,3,3
"1026",690000,2.5,3220,4,4
"1027",325000,1,800,2,3
"1028",6e+05,2.5,2250,4,4
"1029",890000,2.75,2310,4,4
"1030",255000,1.75,1550,3,3
"1031",468000,1.5,1830,3,3
"1032",599000,2,2560,3,4
"1033",399500,1.75,1360,4,3
"1034",1135250,4,7320,5,6
"1035",469950,2.75,2530,4,4
"1036",623000,1.75,2050,3,3
"1037",950000,2.5,3480,3,4
"1038",449990,2.5,2680,4,4
"1039",249000,1.5,1090,2,3
"1040",674600,2.5,2610,4,4
"1041",333490,2.5,2250,4,4
"1042",320000,3.25,1450,3,3
"1043",660000,1,1240,3,3
"1044",275000,2,2030,4,3
"1045",150000,0.75,490,3,2
"1046",610000,2.5,2630,3,4
"1047",660000,2.5,2510,4,4
"1048",295000,1,800,2,3
"1049",525000,2.75,2910,4,4
"1050",1065000,3.75,4260,4,5
"1051",599950,3.25,1830,3,4
"1052",229000,2.25,2010,4,3
"1053",379000,2.5,1530,3,3
"1054",468000,2.5,2100,4,3
"1055",340000,1,1600,3,3
"1056",395000,1,930,2,3
"1057",625000,1,1600,4,3
"1058",2680000,3,4290,5,4
"1059",625000,1.75,3160,3,4
"1060",412000,3.5,3360,4,4
"1061",741500,2.5,2150,2,3
"1062",749000,2.75,2700,4,4
"1063",595000,3.25,3730,4,4
"1064",374950,2.25,1390,3,3
"1065",1550000,4.25,6070,5,5
"1066",505000,1,1240,2,3
"1067",610000,2.75,2600,4,4
"1068",350000,1,1170,4,3
"1069",350000,2.5,2800,4,4
"1070",840000,3.5,3840,4,4
"1071",352500,1.75,1170,3,3
"1072",561000,2.5,2570,4,4
"1073",1234582,3.25,3240,5,4
"1074",370000,2.75,3150,4,4
"1075",278500,2.25,1940,4,3
"1076",248000,1,950,3,3
"1077",670000,2.5,2700,3,4
"1078",440000,2.25,2160,4,3
"1079",690000,2.5,2700,4,4
"1080",230000,1.75,1400,3,3
"1081",84350,2,2630,4,4
"1082",12899000,2.5,2190,3,2
"1083",2110000,1,2100,4,3
"1084",188000,2.75,3260,4,4
"1085",117833.3333,1,1340,3,3
"1086",0,3.5,3480,5,4
"1087",274333.3333,2.25,1780,3,3
"1088",346750,1,1620,3,3
"1089",642000,2.5,2550,4,4
"1090",0,4.5,4630,5,5
"1091",554250,2.5,1490,3,3
"1092",0,1.5,2180,4,3
"1093",3e+05,2,1510,3,3
"1094",0,3.5,4210,4,5
"1095",540833.3333,2,1640,3,3
"1096",326428.5714,1,1250,3,3
"1097",268971.875,2.5,1860,4,3
"1098",83300,2,1490,3,3
"1099",0,3,1860,3,4
"1100",240015.3333,2.25,1720,4,3
"1101",83300,2,1370,3,3
"1102",316850,3,4060,4,4
"1103",259585.5714,2.5,1960,4,3
"1104",0,1,1360,4,3
"1105",425000,2.5,1870,3,3
"1106",127160,1,720,2,3
"1107",87500,1,780,2,3
"1108",408900,1.75,2930,3,4
"1109",452500,3.5,5960,5,5
"1110",0,1,720,1,3
"1111",108333.3333,1,1200,3,3
"1112",596165.4286,2,2580,4,4
"1113",0,2.5,2090,5,4
"1114",228944.4444,1.75,1730,3,3
"1115",535000,2.25,2980,4,4
"1116",420642.8571,2,1330,3,3
"1117",132250,2.25,2192,4,3
"1118",1337044.2,3.5,4280,4,5
"1119",259950,2,2030,4,3
"1120",812650,2.5,3700,4,4
"1121",135333.3333,1,1200,4,3
"1122",0,2,1910,5,3
"1123",437500,3.5,3690,5,4
"1124",641633.3333,2.5,2480,3,4
"1125",229629.5,1,1100,2,3
"1126",790000,3.25,2420,4,4
"1127",497333.3333,1.75,1760,3,3
"1128",540000,2.75,2750,3,4
"1129",233166.6667,2,1570,3,3
"1130",460886.9231,2.5,3250,4,4
"1131",690408.6207,2.5,3210,4,4
"1132",309000,2.5,1800,3,3
"1133",994500,2.25,2870,4,4
"1134",0,2.25,1490,2,3
"1135",288500,2.5,3390,5,4
"1136",180785.7143,1,2550,2,3
"1137",0,2.75,1310,3,3
"1138",278900,1,990,3,3
"1139",360500,2.5,1150,3,3
"1140",677099.5652,2.5,2150,4,3
"1141",0,2,2100,4,3
"1142",677099.5652,2.5,2540,4,4
"1143",0,2.25,2130,2,3
"1144",168333.3333,1,1050,2,3
"1145",282508.8889,1,1560,3,3
"1146",486445.8333,1.75,1880,3,3
"1147",430277.7778,2.25,1620,3,3
"1148",252980,2.5,2530,4,4
"1149",210614.2857,2.5,1610,3,3
"1150",308166.6667,1.75,1510,3,3
